Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Gonzaga,17,1,.944,32,5,.865,83.5,67.7,18.4,2.6,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Saint Mary's (CA),16,2,.889,30,6,.833,77.0,64.5,12.9,0.3,
3,Brigham Young,11,7,.611,24,11,.686,74.3,67.8,8.0,1.5,
4,San Diego,9,9,.500,20,14,.588,70.1,66.6,2.9,0.5,
4,San Francisco,9,9,.500,22,17,.564,68.8,68.7,1.1,1.6,
4,Pacific,9,9,.500,14,18,.438,71.3,72.4,-0.6,1.8,
7,Santa Clara,8,10,.444,11,20,.355,66.1,71.7,-7.0,0.6,
8,Loyola Marymount,5,13,.278,11,20,.355,71.8,76.4,-4.4,1.1,
9,Portland,4,14,.222,10,22,.313,69.4,74.1,-6.6,2.4,
10,Pepperdine,2,16,.111,6,26,.188,71.3,78.6,-6.5,1.8,
