Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Gonzaga,16,0,1.000,33,4,.892,87.6,64.9,27.8,5.0,NCAA Tournament; Reg. Season Champion
2,Saint Mary's (CA),11,5,.688,22,12,.647,72.4,64.3,12.6,4.4,NCAA Tournament; Conf. Tournament Champion
2,Brigham Young,11,5,.688,19,13,.594,79.0,76.1,6.2,3.3,
4,San Francisco,9,7,.563,21,10,.677,76.1,67.8,8.6,1.1,
5,Loyola Marymount,8,8,.500,22,12,.647,67.0,62.5,2.9,0.9,
5,Santa Clara,8,8,.500,16,15,.516,68.2,70.1,-1.9,0.9,
7,San Diego,7,9,.438,21,15,.583,72.0,68.2,6.1,3.6,
8,Pepperdine,6,10,.375,16,18,.471,75.6,74.4,0.9,0.6,
9,Pacific,4,12,.250,14,18,.438,66.8,70.0,-2.5,2.0,
10,Portland,0,16,.000,7,25,.219,64.9,74.7,-10.8,0.5,
