Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Gonzaga,15,3,.833,29,7,.806,76.7,65.9,15.6,5.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Brigham Young,13,5,.722,23,12,.657,83.7,77.3,11.6,5.7,NCAA Tournament
2,San Francisco,13,5,.722,21,12,.636,74.8,71.4,5.9,4.3,
4,Saint Mary's (CA),11,7,.611,23,12,.657,71.5,65.5,9.4,4.3,
5,Pepperdine,8,10,.444,15,16,.484,71.2,72.5,0.8,2.6,
6,San Diego,7,11,.389,18,17,.514,67.5,65.2,2.2,2.0,
6,Portland,7,11,.389,15,16,.484,75.1,72.0,4.8,1.7,
8,Pacific,6,12,.333,18,16,.529,73.1,74.2,1.7,3.3,
8,Santa Clara,6,12,.333,14,19,.424,70.9,70.5,0.9,3.0,
10,Loyola Marymount,4,14,.222,13,19,.406,73.3,77.1,-0.5,4.0,
