Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Gonzaga,15,1,.938,31,2,.939,87.4,67.8,22.7,3.1,Reg. Season Champion; Conf. Tournament Champion
2,Brigham Young,13,3,.813,24,8,.750,79.6,68.4,16.9,6.4,
3,Saint Mary's (CA),11,5,.688,26,8,.765,75.3,66.9,12.3,5.2,
3,Pacific,11,5,.688,23,10,.697,69.7,64.5,3.8,0.2,
5,San Francisco,9,7,.563,22,12,.647,74.9,68.8,8.6,3.8,
6,Pepperdine,8,8,.500,16,16,.500,76.3,77.1,2.8,3.6,
7,Santa Clara,6,10,.375,20,13,.606,75.7,71.7,2.0,0.6,
8,Loyola Marymount,4,12,.250,11,21,.344,64.3,67.8,-1.1,3.9,
9,San Diego,2,14,.125,9,23,.281,65.7,72.5,-3.5,4.4,
10,Portland,1,15,.063,9,23,.281,66.4,72.2,-6.5,2.0,
