Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Gonzaga,14,2,.875,31,6,.838,86.1,73.4,19.0,8.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,Saint Mary's (CA),14,2,.875,27,8,.771,70.7,60.1,17.4,7.2,NCAA Tournament; Reg. Season Champion
3,Santa Clara,11,5,.688,23,10,.697,76.9,73.1,8.5,5.0,
4,Loyola Marymount,9,7,.563,19,12,.613,75.3,73.1,5.0,4.3,
5,San Francisco,7,9,.438,20,14,.588,76.2,73.4,6.0,3.6,
5,Brigham Young,7,9,.438,19,15,.559,75.5,69.9,9.4,5.4,
5,Pacific,7,9,.438,15,18,.455,75.8,77.7,-0.6,2.0,
8,Portland,5,11,.313,14,19,.424,77.8,78.6,1.7,4.1,
9,San Diego,4,12,.250,11,20,.355,77.1,80.5,-2.1,3.3,
10,Pepperdine,2,14,.125,9,22,.290,78.0,81.3,-0.1,4.7,
