Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Saint Mary's (CA),17,1,.944,29,6,.829,72.9,61.1,17.4,6.5,NCAA Tournament; Reg. Season Champion
2,Gonzaga,14,4,.778,26,9,.743,86.4,69.9,23.8,7.3,NCAA Tournament; Conf. Tournament Champion
3,San Francisco,13,5,.722,25,10,.714,76.0,69.1,10.5,3.9,
4,Santa Clara,12,6,.667,21,13,.618,81.9,73.0,13.2,4.3,
5,Oregon State,10,8,.556,20,13,.606,76.2,69.0,8.6,2.2,
6,Washington State,8,10,.444,19,15,.559,78.9,78.6,4.7,4.3,
6,Loyola Marymount,8,10,.444,17,15,.531,71.2,71.6,1.2,2.9,
8,Portland,7,11,.389,12,20,.375,72.9,80.4,-7.3,2.2,
9,Pepperdine,4,14,.222,13,22,.371,73.1,76.6,-2.8,2.6,
9,Pacific,4,14,.222,9,24,.273,69.5,75.8,-7.1,2.1,
11,San Diego,2,16,.111,6,27,.182,70.1,79.7,-8.4,1.6,
