Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Gonzaga,15,0,1.000,26,0,1.000,92.1,69.1,26.6,3.6,Reg. Season Champion; Conf. Tournament Champion
2,Brigham Young,10,3,.769,20,6,.769,78.7,68.5,14.8,6.1,
3,Loyola Marymount,7,5,.583,13,9,.591,69.5,68.0,4.7,3.2,
4,Pepperdine,7,6,.538,12,12,.500,76.3,74.6,3.8,5.3,
5,Pacific,6,7,.462,9,9,.500,69.8,70.7,1.7,4.3,
6,Santa Clara,4,5,.444,12,8,.600,69.7,70.6,-1.0,1.2,
7,Saint Mary's (CA),4,6,.400,14,9,.609,64.1,62.3,7.7,5.9,
8,San Francisco,4,9,.308,11,14,.440,71.4,69.3,5.2,3.0,
9,San Diego,2,7,.222,3,11,.214,66.2,77.1,-6.4,4.5,
10,Portland,0,11,.000,6,15,.286,69.5,83.2,-13.9,3.8,
