Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Gonzaga,16,2,.889,30,3,.909,85.1,66.0,25.1,6.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,Saint Mary's,16,2,.889,27,5,.844,78.2,64.6,17.9,5.5,NCAA Tournament; Reg. Season Champion
3,Santa Clara,15,3,.833,26,8,.765,82.9,72.4,15.9,6.1,NCAA Tournament
4,Oregon State,9,9,.500,17,16,.515,71.1,74.2,0.8,3.8,
5,Seattle,8,10,.444,20,13,.606,71.9,67.0,4.4,2.7,
5,Pacific,8,10,.444,18,15,.545,72.7,68.8,4.3,2.8,
5,San Francisco,8,10,.444,17,16,.515,74.7,73.2,4.4,4.2,
8,Washington State,7,11,.389,12,20,.375,76.1,77.5,3.5,5.1,
9,Loyola Marymount,6,12,.333,15,17,.469,74.3,72.1,1.1,1.5,
9,Portland,6,12,.333,15,19,.441,74.4,78.5,-2.1,4.0,
11,San Diego,5,13,.278,12,21,.364,74.5,77.9,-3.5,2.6,
12,Pepperdine,4,14,.222,9,23,.281,72.3,79.6,-5.9,3.4,
