Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Indiana State,17,3,.850,28,6,.824,84.4,72.0,12.8,0.9,Reg. Season Champion
2,Drake,16,4,.800,28,6,.824,80.5,70.5,11.2,1.5,NCAA Tournament; Conf. Tournament Champion
3,Bradley,13,7,.650,22,11,.667,74.6,67.0,9.7,2.6,
4,Belmont,12,8,.600,20,13,.606,77.9,75.5,2.9,1.6,
4,Northern Iowa,12,8,.600,19,14,.576,73.2,71.1,4.0,3.0,
6,Southern Illinois,11,9,.550,19,13,.594,72.7,68.2,4.2,0.7,
7,Illinois State,9,11,.450,15,17,.469,66.5,67.7,-1.2,0.6,
7,Murray State,9,11,.450,12,20,.375,69.8,69.9,0.5,1.8,
9,Missouri State,8,12,.400,17,16,.515,71.2,71.3,1.1,1.2,
10,Evansville,6,14,.300,16,17,.485,71.5,73.6,-3.4,0.9,
11,Illinois-Chicago,4,16,.200,12,21,.364,70.3,71.5,-1.5,1.4,
12,Valparaiso,3,17,.150,7,25,.219,67.6,75.5,-8.2,1.3,
