Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Wichita State,17,1,.944,31,5,.861,81.0,62.4,21.2,3.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,Illinois State,17,1,.944,28,7,.800,69.1,61.3,10.3,2.7,Reg. Season Champion
3,Southern Illinois,9,9,.500,17,16,.515,68.5,69.4,1.1,2.7,
3,Northern Iowa,9,9,.500,14,16,.467,61.8,64.4,1.3,5.2,
5,Loyola (IL),8,10,.444,18,14,.563,73.4,66.8,5.2,1.0,
6,Missouri State,7,11,.389,17,16,.515,72.8,69.0,2.8,1.2,
6,Bradley,7,11,.389,13,20,.394,65.5,70.7,-2.8,2.9,
8,Evansville,6,12,.333,16,17,.485,69.3,68.5,1.5,2.4,
9,Indiana State,5,13,.278,11,20,.355,70.0,72.7,-1.0,3.2,
9,Drake,5,13,.278,7,24,.226,71.2,77.1,-4.7,1.9,
