Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Southern Illinois,16,2,.889,24,7,.774,74.4,68.2,8.6,2.4,NCAA Tournament; Reg. Season Champion
2,Creighton,15,3,.833,29,5,.853,79.1,64.8,15.3,1.0,NCAA Tournament; Conf. Tournament Champion
3,Wichita State,12,6,.667,18,12,.600,71.9,70.5,2.4,1.0,
3,Missouri State,12,6,.667,17,12,.586,66.6,61.4,6.1,0.9,
5,Evansville,8,10,.444,12,16,.429,70.0,73.7,-0.7,3.0,
5,Bradley,8,10,.444,12,18,.400,73.5,72.3,1.1,1.2,
7,Northern Iowa,7,11,.389,11,17,.393,65.4,67.7,-2.1,1.5,
8,Drake,5,13,.278,10,20,.333,67.2,70.2,-4.3,1.5,
8,Illinois State,5,13,.278,8,21,.276,64.6,70.2,-3.4,2.2,
10,Indiana State,2,16,.111,7,24,.226,56.4,65.7,-7.0,2.4,
