Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Southern Illinois,15,3,.833,27,8,.771,67.6,60.7,11.5,5.1,NCAA Tournament; Reg. Season Champion
2,Wichita State,12,6,.667,22,10,.688,71.9,66.6,9.6,4.4,
3,Creighton,11,7,.611,23,11,.676,71.2,64.9,10.1,3.8,NCAA Tournament; Conf. Tournament Champion
3,Northern Iowa,11,7,.611,21,11,.656,72.2,66.5,10.1,5.3,NCAA Tournament
5,Missouri State,10,8,.556,19,13,.594,73.1,67.7,9.9,4.5,
6,Illinois State,8,10,.444,17,13,.567,66.8,65.4,3.6,3.3,
7,Drake,7,11,.389,13,16,.448,69.3,71.6,2.3,4.6,
8,Bradley,6,12,.333,13,15,.464,70.0,71.3,3.2,4.6,
9,Evansville,5,13,.278,11,17,.393,70.9,73.0,0.8,2.9,
9,Indiana State,5,13,.278,11,20,.355,61.0,64.8,0.6,4.4,
