Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Wichita State,14,4,.778,26,9,.743,69.2,61.9,11.5,4.7,NCAA Tournament; Reg. Season Champion
2,Missouri State,12,6,.667,22,9,.710,74.2,66.4,13.0,5.2,
2,Creighton,12,6,.667,20,10,.667,66.1,60.8,10.1,4.9,
2,Southern Illinois,12,6,.667,22,11,.667,60.4,56.5,8.9,4.6,NCAA Tournament; Conf. Tournament Champion
5,Northern Iowa,11,7,.611,23,10,.697,65.6,57.8,11.6,5.1,NCAA Tournament
5,Bradley,11,7,.611,22,11,.667,71.5,65.1,11.8,5.4,NCAA Tournament
7,Drake,5,13,.278,12,19,.387,69.0,68.8,2.4,5.5,
7,Evansville,5,13,.278,10,19,.345,65.3,71.0,-2.1,3.5,
9,Indiana State,4,14,.222,13,16,.448,64.3,68.5,-1.1,4.2,
9,Illinois State,4,14,.222,9,19,.321,55.5,59.1,-0.1,3.7,
