Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Wichita State,16,2,.889,26,9,.743,72.4,59.0,17.4,4.2,NCAA Tournament; Reg. Season Champion
2,Evansville,12,6,.667,25,9,.735,74.3,65.3,8.1,-0.4,
2,Illinois State,12,6,.667,18,14,.563,67.2,66.1,3.4,2.6,
4,Southern Illinois,11,7,.611,22,10,.688,73.8,69.7,2.8,-1.3,
4,Northern Iowa,11,7,.611,23,13,.639,68.8,64.0,8.8,4.4,NCAA Tournament; Conf. Tournament Champion
6,Indiana State,8,10,.444,15,17,.469,67.8,69.4,0.0,2.2,
6,Missouri State,8,10,.444,13,19,.406,67.3,72.5,-3.5,2.6,
8,Loyola (IL),7,11,.389,15,17,.469,64.3,65.1,-0.7,1.1,
9,Bradley,3,15,.167,5,27,.156,56.0,69.9,-10.9,3.7,
10,Drake,2,16,.111,7,24,.226,67.5,71.9,-5.1,0.9,
