Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Creighton,14,4,.778,27,8,.771,73.3,65.5,8.7,0.9,Reg. Season Champion
1,Northern Iowa,14,4,.778,23,11,.676,67.4,63.5,5.6,2.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
3,Illinois State,11,7,.611,24,10,.706,71.0,63.4,7.8,1.5,
4,Bradley,10,8,.556,21,15,.583,67.1,66.3,2.5,1.9,
5,Evansville,8,10,.444,17,14,.548,67.1,65.7,1.9,2.3,
5,Wichita State,8,10,.444,17,17,.500,62.9,62.5,2.1,2.1,
5,Southern Illinois,8,10,.444,13,18,.419,63.4,65.7,0.4,3.2,
8,Drake,7,11,.389,17,16,.515,64.5,62.5,1.3,1.4,
8,Indiana State,7,11,.389,11,21,.344,63.1,68.2,-3.4,2.0,
10,Missouri State,3,15,.167,11,20,.355,60.9,64.0,-1.9,1.9,
