Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Northern Iowa,14,4,.778,20,12,.625,74.5,71.0,5.8,3.4,Reg. Season Champion
2,Loyola (IL),13,5,.722,25,8,.758,72.8,61.5,13.4,2.9,NCAA Tournament; Conf. Tournament Champion
2,Drake,13,5,.722,25,11,.694,73.9,66.4,7.3,1.0,
2,Missouri State,13,5,.722,23,11,.676,77.3,68.9,8.3,1.0,
5,Bradley,11,7,.611,17,14,.548,70.5,65.2,5.8,1.2,
6,Southern Illinois,9,9,.500,16,15,.516,64.0,61.4,2.8,0.7,
7,Valparaiso,6,12,.333,14,18,.438,70.8,70.5,-1.6,0.8,
8,Illinois State,5,13,.278,13,20,.394,74.2,74.7,-0.8,0.7,
9,Indiana State,4,14,.222,11,20,.355,70.5,71.9,-3.5,1.9,
10,Evansville,2,16,.111,6,24,.200,59.2,70.7,-10.9,1.4,
