Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Creighton,14,4,.778,24,8,.750,72.7,63.3,12.4,3.0,NCAA Tournament; Reg. Season Champion
2,Illinois State,12,6,.667,21,9,.700,75.2,69.8,6.0,0.6,
2,Bradley,12,6,.667,19,12,.613,66.0,63.6,3.1,1.7,
4,Indiana State,10,8,.556,22,12,.647,72.9,67.8,7.0,2.5,NCAA Tournament; Conf. Tournament Champion
4,Southern Illinois,10,8,.556,16,14,.533,73.0,72.2,2.3,2.3,
6,Evansville,9,9,.500,14,16,.467,68.9,71.5,-1.7,1.8,
7,Missouri State,8,10,.444,13,16,.448,63.8,65.4,0.6,2.2,
7,Drake,8,10,.444,12,16,.429,70.2,69.1,0.8,-0.2,
9,Wichita State,4,14,.222,9,19,.321,63.9,67.1,-1.1,2.1,
10,Northern Iowa,3,15,.167,7,24,.226,60.2,67.3,-5.2,2.2,
