Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Wichita State,17,1,.944,30,5,.857,70.3,57.4,15.6,3.7,NCAA Tournament; Reg. Season Champion
2,Northern Iowa,16,2,.889,31,4,.886,65.2,54.6,12.5,2.0,NCAA Tournament; Conf. Tournament Champion
3,Illinois State,11,7,.611,22,13,.629,68.1,62.0,8.0,2.9,
3,Indiana State,11,7,.611,15,16,.484,66.5,67.8,-0.5,1.2,
5,Evansville,9,9,.500,24,12,.667,70.9,65.6,3.4,-0.1,
6,Loyola (IL),8,10,.444,24,13,.649,62.8,60.4,2.3,0.5,
7,Drake,6,12,.333,9,22,.290,59.5,66.8,-6.0,2.2,
8,Missouri State,5,13,.278,11,20,.355,59.7,64.2,-4.9,1.7,
9,Southern Illinois,4,14,.222,12,21,.364,59.6,61.9,-3.5,-0.6,
10,Bradley,3,15,.167,9,24,.273,57.0,61.4,-4.3,1.5,
