Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Drake,12,6,.667,24,10,.706,75.4,70.2,2.5,-0.7,Reg. Season Champion
1,Loyola (IL),12,6,.667,20,14,.588,65.6,60.8,4.0,-0.2,Reg. Season Champion
3,Southern Illinois,10,8,.556,17,15,.531,68.6,67.0,1.4,-0.2,
3,Missouri State,10,8,.556,16,16,.500,68.9,67.4,-1.2,-1.0,
5,Bradley,9,9,.500,20,15,.571,66.5,65.3,-0.1,-0.9,NCAA Tournament; Conf. Tournament Champion
5,Illinois State,9,9,.500,17,16,.515,68.4,70.1,-2.1,0.2,
5,Northern Iowa,9,9,.500,16,18,.471,65.1,65.6,-1.5,0.6,
8,Indiana State,7,11,.389,15,16,.484,69.2,71.5,-2.7,0.6,
8,Valparaiso,7,11,.389,15,18,.455,66.8,66.3,-3.4,-1.0,
10,Evansville,5,13,.278,11,21,.344,69.8,72.4,-3.8,0.1,
