Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Wichita State,16,2,.889,27,6,.818,77.1,62.4,17.4,3.8,NCAA Tournament; Reg. Season Champion
2,Creighton,14,4,.778,29,6,.829,79.2,69.7,12.9,3.4,NCAA Tournament; Conf. Tournament Champion
3,Illinois State,9,9,.500,21,14,.600,69.7,66.0,6.3,2.6,
3,Northern Iowa,9,9,.500,20,14,.588,65.2,61.9,7.0,4.7,
3,Drake,9,9,.500,18,16,.529,67.0,66.8,2.4,3.0,
3,Evansville,9,9,.500,16,16,.500,73.5,72.7,3.5,3.6,
3,Missouri State,9,9,.500,16,16,.500,65.9,63.0,6.1,3.9,
8,Indiana State,8,10,.444,18,15,.545,64.2,64.9,2.1,3.1,
9,Southern Illinois,5,13,.278,8,23,.258,62.7,69.2,-3.5,3.1,
10,Bradley,2,16,.111,7,25,.219,61.1,70.5,-5.8,3.6,
