Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Drake,15,3,.833,28,5,.848,73.9,62.1,14.1,4.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Illinois State,13,5,.722,25,10,.714,65.3,59.3,8.6,3.4,
3,Southern Illinois,11,7,.611,18,15,.545,62.6,59.7,8.7,5.9,
4,Creighton,10,8,.556,22,11,.667,71.5,66.0,8.1,4.4,
5,Northern Iowa,9,9,.500,18,14,.563,62.4,60.3,4.3,3.6,
5,Bradley,9,9,.500,21,17,.553,73.8,71.7,6.2,4.3,
7,Missouri State,8,10,.444,17,16,.515,67.8,65.0,5.6,3.4,
7,Indiana State,8,10,.444,15,16,.484,65.1,66.6,1.5,4.1,
9,Wichita State,4,14,.222,11,20,.355,62.5,64.4,1.0,2.8,
10,Evansville,3,15,.167,9,21,.300,59.5,65.5,-4.6,2.1,
