Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Northern Iowa,15,3,.833,30,5,.857,63.3,55.1,12.0,4.3,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Wichita State,12,6,.667,25,10,.714,69.3,61.8,8.1,1.7,
3,Illinois State,11,7,.611,22,11,.667,69.2,64.1,5.7,1.2,
4,Creighton,10,8,.556,18,16,.529,69.8,68.2,3.6,3.2,
5,Bradley,9,9,.500,16,15,.516,67.5,67.4,3.7,4.1,
6,Indiana State,9,9,.500,17,15,.531,66.0,66.3,1.1,2.4,
7,Missouri State,8,10,.444,24,12,.667,71.4,65.3,7.6,1.4,
8,Drake,7,11,.389,14,19,.424,66.6,68.5,0.5,3.3,
9,Southern Illinois,6,12,.333,15,15,.500,70.1,67.5,3.4,1.3,
10,Evansville,3,15,.167,9,21,.300,64.8,68.9,-4.6,1.8,
