Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Southern Illinois,17,1,.944,25,5,.833,71.0,63.0,10.7,2.6,NCAA Tournament; Reg. Season Champion
2,Creighton,12,6,.667,20,9,.690,68.4,61.8,8.5,1.9,
2,Northern Iowa,12,6,.667,21,10,.677,69.3,65.0,6.9,3.2,NCAA Tournament; Conf. Tournament Champion
2,Wichita State,12,6,.667,21,11,.656,71.8,64.9,8.9,2.6,
5,Missouri State,9,9,.500,19,14,.576,66.9,63.9,5.1,2.0,
6,Bradley,7,11,.389,15,16,.484,66.4,68.6,-0.1,1.9,
6,Drake,7,11,.389,12,16,.429,69.9,71.5,-0.1,2.1,
8,Indiana State,5,13,.278,9,19,.321,58.0,61.8,-1.8,2.0,
8,Evansville,5,13,.278,7,22,.241,67.7,74.6,-3.7,3.3,
10,Illinois State,4,14,.222,10,19,.345,62.9,65.3,-0.6,3.1,
