Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Drake,17,3,.850,31,4,.886,69.8,58.9,9.6,1.3,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Bradley,15,5,.750,28,9,.757,76.3,68.5,6.4,0.2,
3,Northern Iowa,14,6,.700,20,13,.606,73.3,67.4,5.2,0.5,
4,Belmont,13,7,.650,22,11,.667,79.3,76.6,1.9,-0.1,
5,Illinois State,10,10,.500,22,14,.611,75.8,71.8,1.9,-0.6,
5,Illinois-Chicago,10,10,.500,17,14,.548,76.0,73.7,-0.6,0.6,
7,Murray State,9,11,.450,16,17,.485,71.8,69.2,0.8,0.4,
8,Indiana State,8,12,.400,14,18,.438,80.1,79.5,-3.2,-0.7,
8,Southern Illinois,8,12,.400,14,19,.424,72.9,74.5,-2.2,1.1,
8,Evansville,8,12,.400,11,21,.344,66.0,70.7,-6.0,0.3,
11,Valparaiso,6,14,.300,15,19,.441,74.7,73.9,-2.9,-0.1,
12,Missouri State,2,18,.100,9,23,.281,68.0,70.9,-3.9,0.5,
