Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Wisconsin,16,2,.889,36,4,.900,72.5,58.2,24.6,10.3,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF
2,Maryland,14,4,.778,28,7,.800,69.1,63.4,13.3,7.6,NCAA Tournament
3,Michigan State,12,6,.667,27,12,.692,71.1,63.6,17.5,10.0,NCAA Tournament; NCAA FF
3,Iowa,12,6,.667,22,12,.647,69.8,62.3,15.8,8.4,NCAA Tournament
3,Purdue,12,6,.667,21,13,.618,69.9,64.6,12.9,7.6,NCAA Tournament
6,Ohio State,11,7,.611,24,11,.686,75.3,63.0,19.7,7.4,NCAA Tournament
7,Indiana,9,9,.500,20,14,.588,77.4,71.7,12.9,7.2,NCAA Tournament
7,Illinois,9,9,.500,19,14,.576,69.1,63.6,12.4,6.9,
9,Michigan,8,10,.444,16,16,.500,64.7,64.0,9.6,9.6,
10,Minnesota,6,12,.333,18,15,.545,74.2,67.7,12.3,7.2,
10,Northwestern,6,12,.333,15,17,.469,63.5,64.6,6.1,7.2,
12,Nebraska,5,13,.278,13,18,.419,61.5,63.1,5.9,7.6,
13,Penn State,4,14,.222,18,16,.529,66.9,66.2,7.8,7.1,
14,Rutgers,2,16,.111,10,22,.313,59.3,67.2,0.2,8.1,
