Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Ohio State,12,4,.750,26,6,.813,73.8,63.7,16.1,5.9,NCAA Tournament; Reg. Season Champion
2,Iowa,11,5,.688,25,9,.735,66.3,58.9,14.2,6.8,NCAA Tournament; Conf. Tournament Champion
3,Illinois,11,5,.688,26,7,.788,70.0,58.7,17.2,6.3,NCAA Tournament
4,Wisconsin,9,7,.563,19,12,.613,71.1,65.6,13.1,7.2,NCAA Tournament
5,Indiana,9,7,.563,19,12,.613,72.0,67.2,12.1,7.4,NCAA Tournament
6,Michigan State,8,8,.500,22,12,.647,74.1,68.6,12.2,7.3,NCAA Tournament
7,Michigan,8,8,.500,22,11,.667,71.7,66.6,12.2,7.0,
8,Penn State,6,10,.375,15,15,.500,67.4,67.9,4.4,5.0,
9,Northwestern,6,10,.375,14,15,.483,58.5,58.5,3.9,6.4,
10,Minnesota,5,11,.313,16,15,.516,66.0,64.6,7.7,7.3,
11,Purdue,3,13,.188,9,19,.321,64.7,70.9,0.4,6.6,
