Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Ohio State,15,1,.938,35,4,.897,74.5,62.0,21.5,9.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF
2,Wisconsin,13,3,.813,30,6,.833,70.2,57.9,19.3,6.9,NCAA Tournament
3,Indiana,10,6,.625,21,11,.656,70.2,61.8,16.8,8.3,NCAA Tournament
4,Iowa,9,7,.563,17,14,.548,68.4,65.6,9.1,6.3,
5,Purdue,9,7,.563,22,12,.647,69.9,63.4,14.6,8.9,NCAA Tournament
6,Illinois,9,7,.563,23,12,.657,64.1,57.1,14.2,7.1,NCAA Tournament
7,Michigan State,8,8,.500,23,12,.657,65.0,57.2,16.3,8.4,NCAA Tournament
8,Michigan,8,8,.500,22,13,.629,64.3,60.5,10.6,6.8,
9,Minnesota,3,13,.188,9,22,.290,60.6,66.2,0.8,8.1,
10,Northwestern,2,14,.125,13,18,.419,56.5,58.7,4.9,7.8,
11,Penn State,2,14,.125,11,19,.367,65.4,67.9,3.3,5.8,
