Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Michigan,15,3,.833,28,9,.757,73.9,65.1,18.5,9.7,NCAA Tournament; Reg. Season Champion
2,Wisconsin,12,6,.667,30,8,.789,73.5,64.0,19.7,10.2,NCAA Tournament; NCAA FF
2,Michigan State,12,6,.667,29,9,.763,75.5,65.6,19.3,9.4,NCAA Tournament; Conf. Tournament Champion
4,Nebraska,11,7,.611,19,13,.594,66.8,65.2,10.1,8.5,NCAA Tournament
5,Ohio State,10,8,.556,25,10,.714,69.5,59.8,17.8,8.1,NCAA Tournament
6,Iowa,9,9,.500,20,13,.606,81.5,70.3,18.6,7.4,NCAA Tournament
7,Minnesota,8,10,.444,25,13,.658,71.4,67.7,11.7,8.3,
8,Illinois,7,11,.389,20,15,.571,64.2,62.2,10.3,8.3,
8,Indiana,7,11,.389,17,15,.531,72.3,67.6,11.3,6.6,
10,Penn State,6,12,.333,16,18,.471,70.9,70.2,7.7,7.1,
10,Northwestern,6,12,.333,14,19,.424,59.5,63.4,4.7,8.6,
12,Purdue,5,13,.278,15,17,.469,72.3,71.7,8.2,7.6,
