Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Ohio State,14,4,.778,29,8,.784,74.1,61.5,19.5,7.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Purdue,14,4,.778,29,6,.829,70.5,61.3,17.5,8.8,NCAA Tournament; Reg. Season Champion
3,Michigan State,14,4,.778,28,9,.757,71.8,63.8,15.3,8.2,NCAA Tournament; Reg. Season Champion; NCAA FF
4,Wisconsin,13,5,.722,24,9,.727,67.1,56.9,17.8,7.7,NCAA Tournament
5,Illinois,10,8,.556,21,15,.583,70.8,66.8,11.6,9.6,
6,Minnesota,9,9,.500,21,14,.600,72.4,64.1,15.6,7.3,NCAA Tournament
7,Northwestern,7,11,.389,20,14,.588,69.1,65.8,8.3,5.0,
8,Michigan,7,11,.389,15,17,.469,64.3,61.6,10.0,9.4,
9,Iowa,4,14,.222,10,22,.313,60.5,66.0,2.1,8.1,
10,Indiana,4,14,.222,10,21,.323,66.2,71.5,0.8,9.4,
11,Penn State,3,15,.167,11,20,.355,64.9,64.7,6.6,6.3,
