Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Wisconsin,15,5,.750,24,7,.774,70.7,66.5,13.9,9.7,NCAA Tournament; Reg. Season Champion
1,Illinois,15,5,.750,22,9,.710,75.8,67.6,17.8,9.6,NCAA Tournament; Reg. Season Champion
3,Purdue,14,6,.700,27,7,.794,79.8,68.8,19.8,8.7,NCAA Tournament
4,Iowa,12,8,.600,26,9,.743,83.8,71.3,19.8,7.3,NCAA Tournament; Conf. Tournament Champion
4,Ohio State,12,8,.600,19,11,.633,73.8,68.5,14.4,9.0,NCAA Tournament
4,Rutgers,12,8,.600,18,13,.581,67.9,65.8,9.2,7.1,NCAA Tournament
7,Michigan State,11,9,.550,22,12,.647,72.1,68.4,13.8,10.1,NCAA Tournament
7,Michigan,11,9,.550,17,14,.548,73.0,69.9,14.1,10.9,NCAA Tournament
9,Indiana,9,11,.450,20,13,.606,71.5,65.9,13.8,8.2,NCAA Tournament
10,Northwestern,7,13,.350,15,16,.484,73.0,69.9,9.4,7.6,
10,Maryland,7,13,.350,15,17,.469,70.9,70.7,9.7,9.5,
10,Penn State,7,13,.350,14,17,.452,64.6,65.0,9.1,9.5,
13,Minnesota,4,16,.200,13,17,.433,67.0,69.2,6.4,8.6,
13,Nebraska,4,16,.200,10,22,.313,73.3,78.5,3.5,8.7,
