Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Ohio State,13,5,.722,31,8,.795,74.7,59.8,23.9,9.1,NCAA Tournament; Reg. Season Champion; NCAA FF
1,Michigan State,13,5,.722,29,8,.784,71.6,59.3,21.3,9.8,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,Michigan,13,5,.722,24,10,.706,66.3,61.5,13.2,9.0,NCAA Tournament; Reg. Season Champion
4,Wisconsin,12,6,.667,26,10,.722,64.0,53.2,19.0,8.2,NCAA Tournament
5,Indiana,11,7,.611,27,9,.750,77.3,66.4,18.6,7.8,NCAA Tournament
6,Purdue,10,8,.556,22,13,.629,71.8,66.0,13.9,8.1,NCAA Tournament
7,Northwestern,8,10,.444,19,14,.576,69.3,68.2,8.9,7.8,
7,Iowa,8,10,.444,18,17,.514,73.0,72.5,7.0,6.5,
9,Minnesota,6,12,.333,23,15,.605,67.6,64.8,10.7,7.9,
9,Illinois,6,12,.333,17,15,.531,65.6,64.2,9.3,8.0,
11,Nebraska,4,14,.222,12,18,.400,60.9,65.6,3.5,8.3,
11,Penn State,4,14,.222,12,20,.375,61.8,65.8,3.7,7.7,
