Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Ohio State,16,2,.889,34,3,.919,77.1,59.7,25.8,8.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Purdue,14,4,.778,26,8,.765,72.5,61.9,19.4,8.7,NCAA Tournament
3,Wisconsin,13,5,.722,25,9,.735,67.9,58.6,18.8,9.4,NCAA Tournament
4,Michigan,9,9,.500,21,14,.600,66.5,62.5,14.2,10.7,NCAA Tournament
4,Illinois,9,9,.500,20,14,.588,71.0,65.4,16.7,11.1,NCAA Tournament
4,Michigan State,9,9,.500,19,15,.559,68.8,66.6,13.7,11.7,NCAA Tournament
4,Penn State,9,9,.500,19,15,.559,63.1,62.5,12.0,11.5,NCAA Tournament
8,Northwestern,7,11,.389,20,14,.588,71.8,67.7,11.7,7.5,
9,Minnesota,6,12,.333,17,14,.548,68.9,67.0,11.8,9.8,
10,Iowa,4,14,.222,11,20,.355,67.2,68.1,7.9,8.8,
11,Indiana,3,15,.167,12,20,.375,69.6,68.2,9.0,7.7,
