Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Michigan State,13,3,.813,32,7,.821,74.1,58.9,25.0,9.9,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF; NCAA Champion
2,Ohio State,13,3,.813,23,7,.767,72.7,61.7,17.5,6.5,NCAA Tournament; Reg. Season Champion; *Overall W-L adjusted to 11-3
3,Purdue,12,4,.750,24,10,.706,73.7,66.1,16.9,9.6,NCAA Tournament
4,Illinois,11,5,.688,22,10,.688,75.8,65.6,19.7,9.6,NCAA Tournament
5,Indiana,10,6,.625,20,9,.690,77.7,68.4,19.4,10.2,NCAA Tournament
6,Wisconsin,8,8,.500,22,14,.611,59.9,55.8,16.7,12.5,NCAA Tournament; NCAA FF
7,Iowa,6,10,.375,14,16,.467,68.8,71.6,9.0,11.8,
8,Michigan,6,10,.375,15,14,.517,75.5,79.5,5.3,9.3,
9,Penn State,5,11,.313,19,16,.543,73.5,72.2,10.1,8.8,
10,Minnesota,4,12,.250,12,16,.429,70.2,73.0,6.8,9.6,
11,Northwestern,0,16,.000,5,25,.167,51.5,64.5,-4.9,8.1,
