Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Michigan State,16,2,.889,30,5,.857,80.2,64.9,22.4,7.1,NCAA Tournament; Reg. Season Champion
2,Purdue,15,3,.833,30,7,.811,80.4,65.7,23.4,8.7,NCAA Tournament
2,Ohio State,15,3,.833,25,9,.735,76.2,67.6,17.7,9.0,NCAA Tournament
4,Michigan,13,5,.722,33,8,.805,73.6,63.3,19.0,9.4,NCAA Tournament; Conf. Tournament Champion; NCAA FF
4,Nebraska,13,5,.722,22,11,.667,72.3,68.6,11.0,7.3,
6,Penn State,9,9,.500,26,13,.667,74.7,66.7,15.8,7.8,
6,Indiana,9,9,.500,16,15,.516,71.9,70.3,9.9,8.2,
8,Maryland,8,10,.444,19,13,.594,73.1,66.9,13.8,7.9,
9,Wisconsin,7,11,.389,15,18,.455,66.8,66.0,10.4,9.5,
10,Northwestern,6,12,.333,15,17,.469,68.8,66.5,9.6,8.4,
11,Minnesota,4,14,.222,15,17,.469,75.2,75.1,7.0,6.9,
11,Illinois,4,14,.222,14,18,.438,75.8,73.8,8.5,7.5,
11,Iowa,4,14,.222,14,19,.424,79.7,78.7,8.1,7.1,
14,Rutgers,3,15,.167,15,19,.441,65.2,64.8,5.5,6.8,
