Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Indiana,14,4,.778,29,7,.806,78.6,62.1,24.9,8.4,NCAA Tournament; Reg. Season Champion
2,Ohio State,13,5,.722,29,8,.784,70.2,59.4,20.2,9.3,NCAA Tournament; Conf. Tournament Champion
2,Michigan State,13,5,.722,27,9,.750,68.0,59.1,18.6,10.6,NCAA Tournament
4,Michigan,12,6,.667,31,8,.795,75.2,63.3,21.3,10.0,NCAA Tournament; NCAA FF
4,Wisconsin,12,6,.667,23,12,.657,65.0,55.9,18.8,9.7,NCAA Tournament
6,Iowa,9,9,.500,25,13,.658,70.1,62.8,14.2,6.9,
7,Illinois,8,10,.444,23,13,.639,68.5,64.8,13.2,10.1,NCAA Tournament
7,Minnesota,8,10,.444,21,13,.618,68.7,62.2,16.8,10.3,NCAA Tournament
7,Purdue,8,10,.444,16,18,.471,66.2,65.1,9.0,7.9,
10,Nebraska,5,13,.278,15,18,.455,58.3,63.5,4.4,9.6,
11,Northwestern,4,14,.222,13,19,.406,60.7,63.7,5.4,8.3,
12,Penn State,2,16,.111,10,21,.323,61.6,68.2,2.9,9.5,
