Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Purdue,14,4,.778,27,8,.771,79.7,68.4,20.1,8.8,NCAA Tournament; Reg. Season Champion
2,Wisconsin,12,6,.667,27,10,.730,72.4,62.4,19.4,9.4,NCAA Tournament
2,Maryland,12,6,.667,24,9,.727,73.9,68.1,12.8,8.3,NCAA Tournament
4,Minnesota,11,7,.611,24,10,.706,75.2,69.4,14.6,8.8,NCAA Tournament
5,Michigan,10,8,.556,26,12,.684,75.0,66.4,18.8,10.2,NCAA Tournament; Conf. Tournament Champion
5,Northwestern,10,8,.556,24,12,.667,71.1,65.5,14.0,8.4,NCAA Tournament
5,Michigan State,10,8,.556,20,15,.571,71.9,68.7,13.7,10.5,NCAA Tournament
5,Iowa,10,8,.556,19,15,.559,80.5,78.1,10.0,7.5,
9,Illinois,8,10,.444,20,15,.571,71.7,69.1,10.5,9.2,
10,Ohio State,7,11,.389,17,15,.531,72.8,69.8,10.3,7.3,
10,Indiana,7,11,.389,18,16,.529,79.7,73.3,14.6,8.2,
12,Penn State,6,12,.333,15,18,.455,71.7,72.7,7.9,8.9,
12,Nebraska,6,12,.333,12,19,.387,69.9,73.0,6.5,10.7,
14,Rutgers,3,15,.167,15,18,.455,65.5,67.1,3.7,6.2,
