Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Indiana,15,3,.833,27,8,.771,82.6,69.9,19.6,6.9,NCAA Tournament; Reg. Season Champion
2,Michigan State,13,5,.722,29,6,.829,79.8,64.1,22.6,6.9,NCAA Tournament; Conf. Tournament Champion
3,Maryland,12,6,.667,27,9,.750,75.7,66.7,16.7,8.3,NCAA Tournament
3,Purdue,12,6,.667,26,9,.743,77.9,65.2,20.2,7.5,NCAA Tournament
3,Iowa,12,6,.667,22,11,.667,77.6,69.3,17.0,8.7,NCAA Tournament
3,Wisconsin,12,6,.667,22,13,.629,67.8,63.8,13.4,9.4,NCAA Tournament
7,Ohio State,11,7,.611,21,14,.600,70.3,68.0,9.4,7.1,
8,Michigan,10,8,.556,23,13,.639,73.8,67.4,13.7,7.9,NCAA Tournament
9,Northwestern,8,10,.444,20,12,.625,72.0,66.0,10.2,4.1,
10,Penn State,7,11,.389,16,16,.500,65.8,69.6,3.2,7.0,
11,Nebraska,6,12,.333,16,18,.471,72.2,69.0,8.8,5.6,
12,Illinois,5,13,.278,15,19,.441,72.1,74.8,4.4,7.0,
13,Minnesota,2,16,.111,8,23,.258,68.0,74.0,0.9,6.9,
14,Rutgers,1,17,.056,7,25,.219,67.7,80.3,-7.1,6.4,
