Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Purdue,17,3,.850,34,5,.872,82.3,69.0,24.9,11.6,NCAA Tournament; Reg. Season Champion; NCAA FF
2,Illinois,14,6,.700,29,9,.763,83.4,73.3,19.6,9.5,NCAA Tournament; Conf. Tournament Champion
3,Nebraska,12,8,.600,23,11,.676,77.7,70.9,14.4,7.5,NCAA Tournament
3,Northwestern,12,8,.600,22,12,.647,73.3,69.1,12.8,8.5,NCAA Tournament
5,Wisconsin,11,9,.550,22,14,.611,74.7,70.0,16.0,11.3,NCAA Tournament
6,Indiana,10,10,.500,19,14,.576,72.3,74.3,7.7,9.7,
6,Michigan State,10,10,.500,20,15,.571,72.9,66.1,17.7,10.9,NCAA Tournament
6,Iowa,10,10,.500,19,15,.559,83.1,79.4,13.0,9.3,
9,Ohio State,9,11,.450,22,14,.611,75.5,70.2,13.6,8.4,
9,Minnesota,9,11,.450,19,15,.559,75.0,71.9,9.5,6.4,
9,Penn State,9,11,.450,16,17,.485,75.1,73.4,9.2,7.5,
12,Maryland,7,13,.350,16,17,.485,69.0,65.9,10.6,7.4,
12,Rutgers,7,13,.350,15,17,.469,65.4,66.5,7.4,8.6,
14,Michigan,3,17,.150,8,24,.250,72.9,79.0,5.3,11.3,
