Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Wisconsin,11,5,.688,19,13,.594,67.0,65.7,10.1,9.2,NCAA Tournament; Reg. Season Champion
2,Illinois,11,5,.688,26,9,.743,77.4,67.7,19.2,9.9,NCAA Tournament; Reg. Season Champion
3,Indiana,11,5,.688,25,12,.676,70.5,62.6,19.2,12.1,NCAA Tournament; Reg. Season Champion; NCAA FF
4,Michigan State,10,6,.625,19,12,.613,69.4,63.8,14.9,9.6,NCAA Tournament
5,Minnesota,9,7,.563,18,13,.581,75.2,69.4,12.8,7.0,
6,Northwestern,7,9,.438,16,13,.552,59.6,59.1,5.6,5.1,
7,Purdue,5,11,.313,13,18,.419,71.1,71.5,8.2,8.6,
8,Iowa,5,11,.313,19,16,.543,72.6,68.1,12.4,7.9,
9,Michigan,5,11,.313,11,18,.379,67.3,70.8,3.5,8.2,
10,Penn State,3,13,.188,7,21,.250,63.5,72.5,-1.9,7.1,
11,Ohio State,11,5,.688,24,8,.750,73.8,64.9,16.1,7.3,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; *Overall W-L adjusted to 0-0
