Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Butler,12,2,.857,23,8,.742,68.0,55.7,12.2,0.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Cleveland State,9,5,.643,16,14,.533,75.5,72.2,3.2,-0.2,
3,Detroit Mercy,8,6,.571,20,12,.625,69.7,64.5,3.6,0.1,
4,Green Bay,6,8,.429,14,16,.467,56.6,57.8,0.6,1.8,
5,Milwaukee,6,8,.429,15,14,.517,70.7,69.0,2.2,1.7,
6,Wright State,6,8,.429,11,17,.393,61.3,66.4,-5.2,-0.1,
7,Illinois-Chicago,5,9,.357,11,20,.355,66.1,69.5,-3.8,0.5,
8,Loyola (IL),4,10,.286,14,14,.500,66.2,69.8,-4.3,-0.7,
