Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Butler,11,3,.786,24,8,.750,69.6,60.8,12.6,4.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Detroit Mercy,10,4,.714,25,12,.676,70.3,64.4,7.8,2.4,
3,Cleveland State,9,5,.643,19,13,.594,68.5,67.7,2.1,1.6,
4,Wright State,8,6,.571,18,11,.621,71.1,66.9,1.4,-1.1,
5,Milwaukee,7,7,.500,15,13,.536,69.3,65.2,2.9,2.2,
6,Illinois-Chicago,5,9,.357,11,17,.393,67.9,71.5,-0.1,3.6,
7,Green Bay,4,10,.286,11,17,.393,58.3,63.0,-2.2,2.6,
8,Loyola (IL),2,12,.143,7,21,.250,69.0,76.6,-6.7,0.9,
