Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Quinnipiac,15,5,.750,24,9,.727,77.8,71.5,-2.8,-7.2,Reg. Season Champion
2,Fairfield,14,6,.700,22,12,.647,75.8,70.6,-2.8,-6.6,
3,Saint Peter's,12,8,.600,19,13,.594,65.3,63.4,-4.1,-6.0,NCAA Tournament; Conf. Tournament Champion
3,Marist,12,8,.600,18,13,.581,64.6,62.2,-5.4,-7.9,
3,Rider,12,8,.600,15,17,.469,72.2,72.1,-5.5,-4.0,
6,Niagara,11,9,.550,16,16,.500,72.5,72.1,-8.2,-7.0,
7,Iona,10,10,.500,16,17,.485,71.3,70.6,-5.0,-5.7,
8,Mount St. Mary's,9,11,.450,13,19,.406,72.7,71.8,-6.3,-7.2,
9,Canisius,8,12,.400,14,18,.438,70.4,72.1,-7.7,-4.7,
10,Manhattan,4,16,.200,7,23,.233,66.2,75.8,-15.1,-4.7,
11,Siena,3,17,.150,4,28,.125,60.4,74.4,-19.0,-5.0,
