Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Monmouth,18,2,.900,27,7,.794,81.2,73.6,4.9,-2.6,Reg. Season Champion
2,Saint Peter's,14,6,.700,23,13,.639,66.0,60.8,1.6,-3.6,
3,Iona,12,8,.600,22,13,.629,80.4,76.8,1.1,-2.5,NCAA Tournament; Conf. Tournament Champion
3,Siena,12,8,.600,17,17,.500,75.0,74.7,-2.0,-2.2,
5,Fairfield,11,9,.550,16,15,.516,72.6,73.5,-4.7,-3.8,
6,Rider,10,10,.500,18,15,.545,75.7,75.8,-5.3,-5.3,
6,Canisius,10,10,.500,18,16,.529,78.4,77.7,-2.8,-3.5,
8,Quinnipiac,7,13,.350,10,21,.323,76.7,83.3,-9.9,-3.2,
9,Niagara,6,14,.300,10,23,.303,74.2,78.2,-8.3,-4.4,
10,Manhattan,5,15,.250,10,22,.313,70.6,77.7,-9.7,-2.6,
10,Marist,5,15,.250,8,24,.250,69.5,79.1,-12.3,-2.7,
