Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Siena,13,5,.722,23,11,.676,76.9,71.2,4.1,-1.6,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Rider,13,5,.722,23,11,.676,76.8,70.6,1.9,-3.7,Reg. Season Champion
3,Niagara,12,6,.667,19,10,.655,76.5,73.1,-0.2,-3.6,
4,Loyola (MD),12,6,.667,19,14,.576,71.7,70.8,-2.9,-3.2,
5,Fairfield,11,7,.611,14,16,.467,65.7,68.9,-5.7,-2.5,
6,Marist,11,7,.611,18,14,.563,69.9,68.8,-0.7,-1.8,
7,Iona,8,10,.444,12,20,.375,65.6,69.0,-6.7,-3.3,
8,Manhattan,5,13,.278,12,19,.387,69.3,71.2,-8.0,-4.6,
9,Saint Peter's,3,15,.167,6,24,.200,66.7,72.6,-10.0,-4.1,
10,Canisius,2,16,.111,6,25,.194,62.0,73.2,-14.3,-3.1,
