Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Siena,17,1,.944,27,7,.794,75.1,65.5,8.5,-1.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Fairfield,13,5,.722,23,11,.676,71.0,67.3,0.4,-3.3,
3,Iona,12,6,.667,21,10,.677,66.1,62.0,2.3,-1.8,
4,Saint Peter's,11,7,.611,16,14,.533,62.1,60.3,-2.7,-4.6,
5,Rider,9,9,.500,17,16,.515,69.5,71.6,-3.7,-1.7,
6,Niagara,9,9,.500,18,15,.545,72.2,69.4,0.3,-2.5,
7,Canisius,8,10,.444,15,17,.469,66.4,67.5,-5.2,-4.1,
8,Loyola (MD),6,12,.333,13,17,.433,65.0,66.1,-5.2,-4.1,
9,Manhattan,4,14,.222,11,20,.355,65.5,67.2,-4.7,-3.0,
10,Marist,1,17,.056,1,29,.033,56.1,70.5,-17.2,-2.8,
