Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Marist,14,4,.778,25,9,.735,74.9,68.7,1.7,-4.3,Reg. Season Champion
2,Niagara,13,5,.722,23,12,.657,75.8,74.5,-3.4,-4.7,NCAA Tournament; Conf. Tournament Champion
3,Loyola (MD),12,6,.667,18,13,.581,71.4,69.3,-3.8,-5.4,
4,Siena,12,6,.667,20,12,.625,76.2,71.3,-1.2,-4.7,
5,Manhattan,10,8,.556,13,17,.433,65.9,69.2,-8.1,-4.8,
6,Fairfield,10,8,.556,13,19,.406,62.4,64.7,-4.5,-2.0,
7,Rider,9,9,.500,16,15,.516,70.0,73.6,-8.3,-4.9,
8,Canisius,6,12,.333,12,19,.387,69.5,72.5,-8.2,-5.2,
9,Saint Peter's,3,15,.167,5,25,.167,59.6,66.6,-13.7,-5.8,
10,Iona,1,17,.056,2,28,.067,58.6,69.9,-15.2,-4.0,
