Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Siena,15,5,.750,20,10,.667,72.2,67.7,-1.1,-5.7,Reg. Season Champion
2,Saint Peter's,14,6,.700,18,12,.600,66.3,64.1,-3.7,-5.9,
3,Rider,12,8,.600,18,12,.600,71.7,69.3,-3.1,-5.5,
3,Monmouth,12,8,.600,18,13,.581,71.3,70.6,-4.5,-5.2,
5,Quinnipiac,10,10,.500,15,15,.500,69.6,70.7,-7.7,-6.5,
6,Iona,9,11,.450,12,17,.414,70.0,70.9,-6.2,-5.4,
6,Niagara,9,11,.450,12,20,.375,65.7,72.4,-11.0,-4.3,
8,Manhattan,8,12,.400,13,18,.419,62.1,64.2,-8.4,-6.3,
8,Fairfield,8,12,.400,12,20,.375,58.0,62.9,-9.7,-4.8,
10,Canisius,7,13,.350,12,20,.375,68.6,70.8,-7.6,-5.4,
11,Marist,6,14,.300,7,23,.233,60.5,65.7,-12.2,-7.1,
