Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Manhattan,14,4,.778,23,7,.767,75.8,68.0,5.8,-2.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Fairfield,13,5,.722,19,12,.613,70.9,70.1,-0.3,-1.1,
3,Siena,12,6,.667,21,11,.656,74.8,70.4,2.7,-1.8,
4,Niagara,12,6,.667,17,12,.586,74.6,74.8,-2.5,-2.2,
5,Iona,11,7,.611,17,12,.586,75.0,71.5,-0.1,-3.6,
6,Marist,8,10,.444,13,16,.448,71.3,74.1,-5.0,-2.2,
7,Rider,7,11,.389,12,16,.429,67.0,68.6,-5.2,-3.6,
8,Saint Peter's,6,12,.333,10,19,.345,73.5,78.1,-7.5,-3.0,
9,Canisius,6,12,.333,10,18,.357,70.3,71.1,-3.2,-2.3,
10,Loyola (MD),1,17,.056,4,24,.143,59.0,72.0,-16.7,-3.7,
