Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Monmouth,17,3,.850,28,8,.778,79.5,72.3,5.3,-1.9,Reg. Season Champion
2,Iona,16,4,.800,22,11,.667,79.6,74.3,3.6,-1.8,NCAA Tournament; Conf. Tournament Champion
3,Siena,13,7,.650,21,13,.618,78.2,73.3,1.7,-3.2,
4,Fairfield,12,8,.600,19,14,.576,76.4,77.1,-3.8,-3.1,
4,Saint Peter's,12,8,.600,14,16,.467,65.5,66.2,-5.0,-4.3,
6,Manhattan,9,11,.450,13,18,.419,68.8,73.2,-7.5,-3.1,
7,Canisius,8,12,.400,14,19,.424,76.5,78.4,-5.6,-3.8,
7,Rider,8,12,.400,13,20,.394,66.0,67.4,-5.0,-3.6,
9,Quinnipiac,6,14,.300,9,21,.300,65.6,71.0,-10.4,-5.0,
10,Niagara,5,15,.250,7,25,.219,64.6,72.0,-11.3,-3.9,
11,Marist,4,16,.200,7,23,.233,71.5,78.7,-11.7,-4.5,
