Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Manhattan,16,2,.889,25,6,.806,74.5,64.0,9.3,-1.3,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Niagara,13,5,.722,22,10,.688,81.6,75.2,3.3,-3.1,
3,Fairfield,12,6,.667,19,11,.633,67.6,64.2,1.0,-2.4,
4,Saint Peter's,12,6,.667,17,12,.586,75.7,75.3,-2.4,-2.8,
5,Rider,10,8,.556,17,14,.548,68.1,68.8,-5.6,-4.9,
6,Siena,9,9,.500,14,16,.467,69.0,71.4,-4.7,-2.3,
7,Iona,8,10,.444,11,18,.379,71.7,74.9,-5.1,-1.9,
8,Canisius,5,13,.278,10,20,.333,68.8,72.3,-6.2,-2.8,
9,Marist,4,14,.222,6,22,.214,61.5,70.5,-11.7,-2.7,
10,Loyola (MD),1,17,.056,1,27,.036,59.9,74.1,-18.3,-4.1,
