Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Merrimack,17,3,.850,23,11,.676,68.5,66.5,-4.3,-6.3,Reg. Season Champion
2,Saint Peter's,14,6,.700,17,12,.586,70.8,68.4,-7.4,-7.6,
3,Siena,13,7,.650,23,11,.676,70.5,65.7,-4.3,-9.2,NCAA Tournament; Conf. Tournament Champion
4,Marist,12,8,.600,19,12,.613,69.7,63.8,-3.6,-8.6,
4,Quinnipiac,12,8,.600,19,13,.594,75.3,72.0,-5.5,-7.0,
6,Fairfield,11,9,.550,21,13,.618,74.4,71.5,-8.1,-9.1,
6,Mount St. Mary's,11,9,.550,15,17,.469,68.1,70.1,-10.3,-7.2,
8,Iona,10,10,.500,18,14,.563,73.8,73.1,-7.3,-8.0,
9,Sacred Heart,9,11,.450,14,19,.424,75.2,76.6,-11.3,-8.1,
10,Manhattan,8,12,.400,12,20,.375,74.0,78.9,-15.1,-7.9,
11,Canisius,5,15,.250,10,21,.323,62.9,70.5,-17.0,-7.8,
11,Niagara,5,15,.250,8,22,.267,63.9,71.2,-16.3,-7.9,
13,Rider,3,17,.150,4,25,.138,63.4,76.0,-19.1,-5.0,
