Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Iona,12,6,.667,17,16,.515,76.7,76.0,-4.8,-5.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Quinnipiac,11,7,.611,16,15,.516,74.0,72.7,-6.8,-8.0,
2,Rider,11,7,.611,16,15,.516,76.8,75.3,-5.0,-6.5,
2,Siena,11,7,.611,17,16,.515,64.6,66.0,-7.9,-6.5,
2,Canisius,11,7,.611,15,17,.469,70.3,74.3,-8.8,-4.9,
6,Monmouth,10,8,.556,14,21,.400,65.3,71.1,-10.7,-4.8,
7,Manhattan,8,10,.444,11,21,.344,57.3,62.8,-12.9,-7.3,
8,Marist,7,11,.389,12,19,.387,67.3,69.3,-9.5,-7.5,
9,Niagara,6,12,.333,13,19,.406,72.4,76.0,-11.3,-7.8,
9,Saint Peter's,6,12,.333,10,22,.313,62.9,68.6,-12.2,-6.4,
9,Fairfield,6,12,.333,9,22,.290,66.8,69.9,-10.2,-7.1,
