Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Manhattan,14,4,.778,20,11,.645,76.8,75.4,0.9,0.0,Reg. Season Champion
2,Iona,13,5,.722,23,8,.742,79.8,72.2,6.9,-0.8,NCAA Tournament; Conf. Tournament Champion
3,Marist,12,6,.667,19,10,.655,76.9,72.4,2.2,-2.2,
4,Siena,10,8,.556,15,13,.536,74.4,72.9,0.9,-0.7,
5,Saint Peter's,9,9,.500,17,15,.531,74.5,75.2,-1.7,-1.0,
6,Loyola (MD),8,10,.444,15,13,.536,76.9,78.1,-4.1,-2.9,
7,Niagara,7,11,.389,11,18,.379,73.7,76.3,-3.5,-0.9,
8,Fairfield,7,11,.389,9,19,.321,72.1,78.3,-6.2,-0.1,
9,Canisius,6,12,.333,9,20,.310,70.7,74.9,-6.0,-1.8,
10,Rider,4,14,.222,8,20,.286,70.8,76.9,-6.7,-0.6,
