Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Iona,17,3,.850,25,8,.758,75.2,68.6,5.5,-1.1,Reg. Season Champion
2,Saint Peter's,14,6,.700,22,12,.647,67.0,62.5,3.0,-0.5,NCAA Tournament; Conf. Tournament Champion
3,Siena,12,8,.600,15,14,.517,66.3,69.2,-6.4,-3.5,
4,Monmouth,11,9,.550,21,13,.618,68.6,67.3,-0.4,-1.7,
5,Marist,9,11,.450,14,16,.467,68.8,68.2,-4.3,-4.9,
5,Niagara,9,11,.450,14,16,.467,67.4,65.5,-3.1,-3.0,
7,Manhattan,8,12,.400,15,15,.500,70.9,72.6,-7.6,-3.8,
7,Fairfield,8,12,.400,15,18,.455,67.8,66.0,-3.9,-4.1,
7,Rider,8,12,.400,14,19,.424,67.8,69.3,-5.9,-3.6,
10,Quinnipiac,7,13,.350,14,17,.452,71.8,71.5,-5.6,-4.2,
10,Canisius,7,13,.350,11,21,.344,68.5,71.5,-7.5,-2.3,
