Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Niagara,13,5,.722,20,10,.667,84.6,78.4,3.1,-3.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Rider,13,5,.722,19,11,.633,74.9,71.9,-1.9,-4.3,Reg. Season Champion
3,Fairfield,11,7,.611,15,15,.500,68.0,67.0,-2.2,-3.2,
4,Saint Peter's,10,8,.556,15,13,.536,78.6,77.3,-2.9,-4.3,
5,Iona,9,9,.500,15,16,.484,71.6,71.3,-3.1,-3.4,
6,Manhattan,9,9,.500,15,14,.517,73.0,70.2,-1.1,-2.4,
7,Canisius,8,10,.444,11,18,.379,72.0,76.3,-8.8,-4.5,
8,Marist,8,10,.444,11,17,.393,70.0,72.8,-7.0,-4.3,
9,Loyola (MD),5,13,.278,6,22,.214,65.9,75.5,-14.0,-4.4,
10,Siena,4,14,.222,6,24,.200,64.1,73.0,-11.4,-2.5,
