Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Iona,12,6,.667,22,11,.667,77.2,72.0,0.3,-4.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Niagara,12,6,.667,15,13,.536,75.0,76.3,-5.0,-3.6,Reg. Season Champion
3,Siena,12,6,.667,20,11,.645,77.7,73.7,0.7,-3.3,Reg. Season Champion
4,Marist,11,7,.611,17,13,.567,70.6,68.6,-1.9,-3.9,
5,Rider,11,7,.611,16,12,.571,72.2,71.8,-4.6,-5.0,
6,Manhattan,11,7,.611,14,15,.483,71.8,68.7,-0.8,-3.9,
7,Canisius,9,9,.500,20,11,.645,77.3,74.7,-2.1,-4.6,
8,Fairfield,8,10,.444,12,16,.429,73.9,76.8,-6.4,-3.5,
9,Loyola (MD),2,16,.111,6,23,.207,62.0,70.9,-13.5,-4.7,
10,Saint Peter's,2,16,.111,4,24,.143,69.3,81.0,-13.7,-2.0,
