Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Quinnipiac,15,5,.750,20,13,.606,73.9,71.5,-5.9,-7.7,Reg. Season Champion
2,Merrimack,14,6,.700,18,15,.545,65.6,64.2,-4.6,-6.0,
3,Marist,13,7,.650,20,10,.667,66.0,64.5,-8.9,-10.4,
4,Mount St. Mary's,12,8,.600,23,13,.639,70.1,70.5,-7.9,-6.5,NCAA Tournament; Conf. Tournament Champion
4,Manhattan,12,8,.600,17,14,.548,76.3,75.1,-7.7,-8.4,
4,Iona,12,8,.600,17,17,.500,69.7,70.5,-8.6,-7.8,
7,Sacred Heart,10,10,.500,15,18,.455,75.8,75.2,-9.0,-8.4,
8,Siena,9,11,.450,14,18,.438,72.2,72.1,-7.5,-7.6,
8,Rider,9,11,.450,14,19,.424,67.0,71.8,-12.1,-7.2,
10,Fairfield,8,12,.400,12,20,.375,67.5,72.6,-14.5,-7.7,
11,Saint Peter's,7,13,.350,12,16,.429,66.0,65.8,-10.6,-8.5,
12,Niagara,6,14,.300,11,20,.355,68.5,71.4,-12.8,-8.6,
13,Canisius,3,17,.150,3,28,.097,64.8,78.6,-19.3,-5.4,
