Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Iona,17,3,.850,22,11,.667,83.6,77.6,6.0,-0.1,Reg. Season Champion
2,Manhattan,15,5,.750,25,8,.758,77.0,70.0,6.0,-0.9,NCAA Tournament; Conf. Tournament Champion
3,Quinnipiac,14,6,.700,20,12,.625,78.8,76.5,-0.1,-2.4,
3,Canisius,14,6,.700,21,13,.618,78.3,75.6,1.2,-1.9,
5,Siena,11,9,.550,20,18,.526,69.3,70.1,-0.9,-0.1,
6,Rider,9,11,.450,14,17,.452,73.9,76.6,-4.3,-1.7,
6,Saint Peter's,9,11,.450,14,17,.452,63.3,65.9,-5.9,-3.3,
6,Marist,9,11,.450,12,19,.387,68.4,72.0,-4.9,-1.3,
9,Monmouth,5,15,.250,11,21,.344,69.0,73.1,-7.0,-2.9,
10,Fairfield,4,16,.200,7,25,.219,63.4,70.0,-7.4,-0.8,
11,Niagara,3,17,.150,7,26,.212,75.3,82.1,-8.2,-1.3,
