Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Siena,12,4,.750,12,5,.706,67.6,63.0,-4.0,-8.6,Reg. Season Champion
2,Iona,6,3,.667,12,6,.667,71.3,66.1,-1.2,-6.4,NCAA Tournament; Conf. Tournament Champion
2,Monmouth,12,6,.667,12,8,.600,76.1,74.3,-5.9,-7.6,Reg. Season Champion
4,Canisius,7,5,.583,7,6,.538,70.4,71.2,-8.6,-7.8,
5,Marist,10,8,.556,12,9,.571,63.4,63.6,-9.0,-8.8,
5,Saint Peter's,10,8,.556,14,11,.560,63.2,61.5,-5.5,-7.2,
7,Niagara,7,9,.438,9,11,.450,64.7,65.2,-7.5,-7.0,
8,Quinnipiac,7,10,.412,9,13,.409,67.5,69.0,-9.1,-7.6,
9,Fairfield,7,11,.389,10,17,.370,61.8,66.7,-11.5,-6.6,
10,Manhattan,6,12,.333,7,13,.350,63.4,67.3,-12.2,-8.4,
11,Rider,5,13,.278,6,17,.261,67.5,74.0,-12.2,-5.8,
