Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Rider,13,5,.722,17,11,.607,70.7,66.3,-1.5,-5.9,Reg. Season Champion
2,Marist,13,5,.722,19,9,.679,74.3,67.4,1.6,-5.2,Reg. Season Champion
3,Manhattan,12,6,.667,20,9,.690,75.0,67.0,2.6,-5.4,
4,Niagara,12,6,.667,18,14,.563,74.0,72.9,-3.6,-4.7,
5,Iona,10,8,.556,13,17,.433,71.1,72.4,-5.6,-4.3,
6,Fairfield,9,9,.500,12,17,.414,71.7,73.0,-5.6,-4.3,
7,Siena,9,9,.500,17,19,.472,69.9,68.9,-2.7,-3.7,NCAA Tournament; Conf. Tournament Champion
8,Canisius,5,13,.278,10,20,.333,65.5,68.8,-8.2,-4.8,
9,Loyola (MD),4,14,.222,5,23,.179,58.9,69.9,-17.2,-6.2,
10,Saint Peter's,3,15,.167,4,24,.143,65.1,77.8,-16.7,-4.1,
