Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Siena,15,3,.833,24,9,.727,86.7,80.9,1.2,-4.6,Reg. Season Champion
2,Iona,13,5,.722,20,11,.645,78.8,75.9,-1.2,-4.1,NCAA Tournament; Conf. Tournament Champion
3,Fairfield,11,7,.611,14,15,.483,76.6,77.4,-3.2,-2.4,
4,Marist,10,8,.556,14,14,.500,70.1,69.8,-6.2,-6.5,
5,Niagara,10,8,.556,17,12,.586,77.3,78.4,-6.6,-5.4,
6,Manhattan,9,9,.500,12,15,.444,77.0,74.0,-3.9,-6.9,
7,Rider,8,10,.444,16,14,.533,70.5,70.4,-6.6,-6.7,
8,Canisius,8,10,.444,10,20,.333,73.0,78.0,-8.9,-3.8,
9,Loyola (MD),4,14,.222,7,21,.250,65.5,75.0,-15.4,-5.9,
10,Saint Peter's,2,16,.111,5,23,.179,69.9,78.9,-14.3,-5.3,
