Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,George Washington,16,0,1.000,27,3,.900,78.7,67.5,9.6,-0.3,NCAA Tournament; Reg. Season Champion
2,Charlotte,11,5,.688,19,13,.594,69.8,67.1,4.7,2.0,
3,La Salle,10,6,.625,18,10,.643,69.3,65.5,4.1,0.3,
3,Saint Louis,10,6,.625,16,13,.552,60.3,59.6,3.2,3.0,
5,Saint Joseph's,9,7,.563,19,14,.576,66.1,61.6,9.6,5.1,
5,Fordham,9,7,.563,16,16,.500,67.8,67.4,1.6,1.2,
7,Xavier,8,8,.500,21,11,.656,71.6,63.4,10.1,2.0,NCAA Tournament; Conf. Tournament Champion
7,Temple,8,8,.500,17,15,.531,62.6,59.6,8.2,5.2,
7,Rhode Island,8,8,.500,14,14,.500,63.5,65.1,0.3,1.8,
7,Massachusetts,8,8,.500,13,15,.464,64.9,63.8,3.7,2.6,
11,Dayton,6,10,.375,14,17,.452,63.4,61.8,3.1,2.0,
11,Richmond,6,10,.375,13,17,.433,52.1,57.8,-5.1,1.4,
13,St. Bonaventure,2,14,.125,8,19,.296,68.1,73.4,-5.7,-0.4,
14,Duquesne,1,15,.063,3,24,.111,66.1,77.4,-10.2,1.1,
