Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Saint Louis,13,3,.813,27,7,.794,69.8,61.9,11.6,4.2,NCAA Tournament; Reg. Season Champion
2,Virginia Commonwealth,12,4,.750,26,9,.743,75.0,65.2,14.6,4.8,NCAA Tournament
3,George Washington,11,5,.688,24,9,.727,73.2,67.0,10.6,4.4,NCAA Tournament
3,Saint Joseph's,11,5,.688,24,10,.706,71.6,67.6,9.1,5.1,NCAA Tournament; Conf. Tournament Champion
5,Massachusetts,10,6,.625,24,9,.727,75.8,71.2,10.6,6.0,NCAA Tournament
5,Dayton,10,6,.625,26,11,.703,72.2,67.0,10.6,5.3,NCAA Tournament
7,Richmond,8,8,.500,19,14,.576,66.5,65.2,5.7,4.3,
8,La Salle,7,9,.438,15,16,.484,67.7,68.4,4.1,4.8,
9,St. Bonaventure,6,10,.375,18,15,.545,73.4,70.1,5.9,2.6,
10,Duquesne,5,11,.313,13,17,.433,73.3,73.7,0.7,1.0,
11,Rhode Island,5,12,.294,14,18,.438,67.8,68.1,2.9,3.3,
11,George Mason,5,12,.294,11,20,.355,69.5,72.0,2.0,4.6,
13,Fordham,2,14,.125,10,21,.323,71.7,78.0,-3.2,3.1,
