Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Virginia Commonwealth,16,2,.889,25,8,.758,71.0,61.9,12.0,2.9,NCAA Tournament; Reg. Season Champion
2,Davidson,14,4,.778,24,10,.706,70.9,65.6,6.4,2.0,
3,Dayton,13,5,.722,21,12,.636,72.9,66.2,9.7,2.9,
4,St. Bonaventure,12,6,.667,18,16,.529,66.2,63.1,3.3,0.2,
5,George Mason,11,7,.611,18,15,.545,70.1,69.4,0.8,0.1,
6,Saint Louis,10,8,.556,23,13,.639,66.6,63.8,5.1,2.2,NCAA Tournament; Conf. Tournament Champion
6,Duquesne,10,8,.556,19,13,.594,73.5,72.3,0.5,-0.6,
8,Rhode Island,9,9,.500,18,15,.545,69.5,67.8,2.8,1.2,
9,La Salle,8,10,.444,10,21,.323,67.5,72.4,-3.6,1.3,
10,Saint Joseph's,6,12,.333,14,19,.424,70.5,72.6,-0.4,1.7,
10,Richmond,6,12,.333,13,20,.394,70.1,70.7,-1.4,-0.8,
12,Massachusetts,4,14,.222,11,21,.344,70.7,73.6,-3.0,-0.2,
12,George Washington,4,14,.222,9,24,.273,63.5,71.4,-6.6,1.2,
14,Fordham,3,15,.167,12,20,.375,65.9,66.9,-5.0,-2.4,
